,FAQ_Titles,FAQ_Desc,FAQ_Urls
146,Your child and university,Be prepared for when your child goes to uni with our handy tips and practical information .,https://www.barclays.co.uk/moments/your-child-and-university/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D140%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
147,Banking from home,"Find out how to manage your money online and with the Barclays app, so you can keep banking safely and securely from home.",https://www.barclays.co.uk/ways-to-bank/banking-from-home/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D140%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
148,"Can I make one-off payments, and what payment methods do you accept?",,https://www.barclays.co.uk/help/barclays-partner-finance/how-do-i-make-extra-payments-and-what-payment-methods-do-you-accept/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D140%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
149,Armed Forces,"Unsure of what to do next? Our AFTER programme can help – get tips on writing your CV, career advice, employment opportunities and more.",https://www.barclays.co.uk/journal/armed-forces/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D140%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
150,Identity fraud,"How fraudsters can steal personal information about you to impersonate, and obtain money in your name.",https://www.barclays.co.uk/fraud-and-scams/identity-fraud/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D150%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
151,What is my account balance?,There are different types of account balance. We explain them all here.,https://www.barclays.co.uk/help/accounts/statements-balances/online-balances-info/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D150%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
152,Protecting your account,"Find out how Barclays Online Banking Guarantee, PINsentry and free security software protects you and your money. Control your cards and stay safe online.",https://www.barclays.co.uk/fraud-and-scams/protecting-you-against-fraud/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D150%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
153,Barclays app How to make a payment,,https://www.barclays.co.uk/videos/barclays-app-how-to-make-a-payment/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D150%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
154,How do I set up my memorable word and passcode in Online Banking?,"We’ll show you how here, but you need a PINsentry card reader to set these up.",https://www.barclays.co.uk/help/online-banking/login/setup-passcode-word/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D150%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
155,Barclaycard Payments,"Start accepting card payments Barclaycard – including portable card machines, e-commerce and phone sales.",https://www.barclays.co.uk/business-banking/ways-to-bank/accepting-card-payments/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D150%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
156,Information about our current account services,The Financial Conduct Authority requires us to publish the following information about our personal current accounts.,https://www.barclays.co.uk/important-information/service-quality-information/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D150%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
157,How does a Mortgage Reserve work?,A mortgage reserve is a secured overdraft on a Barclays mortgage current account. Get more details here.,https://www.barclays.co.uk/help/mortgages/reserve/how-does-it-work/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D150%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
158,How do I register for or upgrade to PINsentry?,See how you can upgrade or register to use PINsentry with Barclays Online Banking here.,https://www.barclays.co.uk/help/online-banking/pinsentry/register-upgrade/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D150%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
159,What do I do if I’ve lost or forgotten my Online Banking log-in details?,You may be able to retrieve this online – it depends which part of your log-in details you’ve lost or forgotten. Find out more here.,https://www.barclays.co.uk/help/online-banking/login/forgot-details/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D150%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
160,Credit cards jargon buster,Find credit card jargon confusing? Our simple guide will make sure you understand key industry terminology for credit cards.,https://www.barclays.co.uk/credit-cards/jargon-buster/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D160%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
161,Cash machine fraud,"How fraudsters can distract you at a cash machine, so you lose sight of your card and your bank account is emptied before you realise.",https://www.barclays.co.uk/fraud-and-scams/cash-machine-fraud/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D160%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
162,Pride,"Championing equality, understanding, respect and inclusivity for the LGBT+ community is important to us.",https://www.barclays.co.uk/diversity/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D160%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
163,Easier ways to pay,"If illness or disability makes it harder for you to get cash and make payments, we have ways to help.",https://www.barclays.co.uk/journal/easier-ways-to-pay/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D160%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
164,"Uni's over, what next?","Read about managing your money, changing your bank account and preparing for work – with simple CV and interview tips.",https://www.barclays.co.uk/journal/uni-is-over-what-next/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D160%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
165,Scotland,"Your relationship team for Scotland, with contact details opening times and helpful links.",https://www.barclays.co.uk/business-banking/relationship-teams/scotland/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D160%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
166,Young Person's Account,Want to put your money somewhere other than your pocket? Discover our Barclays Young Person's Account for teens between 16 & 19 years old.,https://www.barclays.co.uk/current-accounts/young-persons-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D160%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
167,Protect yourself from fraud,"More and more people are victims of fraud, so knowing about the different types can help you protect you and your money.",https://www.barclays.co.uk/fraud-and-scams/fraud-protection/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D160%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
168,How To videos,View our How To videos to help you get the most out of your Smart Investor account.,https://www.barclays.co.uk/smart-investor/video/how-to-videos/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D160%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
169,Phone number checker,Input any phone number into our phone number checker and we’ll confirm whether it’s a genuine Barclays telephone number for you.,https://www.barclays.co.uk/digisafe/phone-number-checker/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D160%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
170,Make the most of your new account,Find out how to make the most of your new Barclays account in just 3 steps.,https://www.barclays.co.uk/current-accounts/3-simple-steps/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D170%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
171,Ukrainian Refugee Accounts,Our team are ready to do all we can to help you open an account.,https://www.barclays.co.uk/current-accounts/bank-account/ukraine-refugee-open-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D170%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
172,Court of Protection order,Court of Protection order is a legal document that lets a person make decisions on someone else’s behalf. We’re here to support you in any way we can.,https://www.barclays.co.uk/third-party-access/court-of-protection-order/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D170%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
173,Student Additions Account (international),"If you are studying in the UK, apply for your international student bank account with Barclays. Get cashback with participating shops and restaurants.",https://www.barclays.co.uk/current-accounts/international-student-bank-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D170%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
174,"Phishing, smishing, and vishing","How fraudsters use emails, text messages or phone calls claiming to be from a well-known company or organisation.",https://www.barclays.co.uk/fraud-and-scams/email-text-phone-fraud/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D170%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
175,How-to guide – Online shopping,Tips on doing your shopping online.,https://www.barclays.co.uk/digisafe/guide-to-shopping-online/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D170%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
176,Apple Pay terms and conditions,Terms and conditions for using Barclays cards with Apple Pay.,https://www.barclays.co.uk/ways-to-bank/mobile-banking-services/apple-pay-terms-conditions/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D170%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
177,Higher Education Account,"Finished uni? Try a graduate bank account that rewards you! Borrow up to £3,000 in your first year after graduation, subject to status and application.",https://www.barclays.co.uk/current-accounts/higher-education-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D170%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
178,Declined by a lender,"Find out why lenders decline applications for credit cards, loans, mortgages and what to do next. Discover what you need to know about ‘bad credit’ loans.",https://www.barclays.co.uk/money-management/guides/declined-by-a-lender/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D170%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
179,Google Pay terms and conditions,Terms and conditions for using Barclays cards with Google Pay.,https://www.barclays.co.uk/ways-to-bank/mobile-banking-services/google-pay-terms-conditions/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D170%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
180,Ways to bank,"Barclays provides various ways to check your balance, send money abroad or collect travel money. Find out more about ways to bank with Barclays.",https://www.barclays.co.uk/ways-to-bank/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D180%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
181,Coronavirus mortgage help,Find out what support is still available to you if your circumstances have been impacted by coronavirus.,https://www.barclays.co.uk/coronavirus/mortgages/support/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D180%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
182,Premier Current Account,Open a Premier Current Account and enjoy are range of exclusive benefits and products. See if you’re eligible today.,https://www.barclays.co.uk/premier-banking/current-accounts/aff-xexec/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D180%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
183,How do I close an account with you?,"If you no longer want your Barclays account, or need to close one for someone who's died, here’s how to close it, by account type.",https://www.barclays.co.uk/help/accounts/account-services/close-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D180%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
184,Premier Current Account,Open a Premier Current Account and enjoy are range of exclusive benefits and products. See if you’re eligible today.,https://www.barclays.co.uk/premier-banking/current-accounts/aff/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D180%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
185,Travel tips,"Taking a break from the grind? Whether it’s a solo expedition, a romantic break or a holiday with friends, here’s our advice for travelling.",https://www.barclays.co.uk/travel/travel-tips/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D180%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
186,Travel safety,"Stay safe while you’re away. Watch out for scams, thefts and unexpected local laws.",https://www.barclays.co.uk/travel/safety/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D180%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
187,Business credit cards from Barclaycard,"Credit cards to help you get cashflow support your business needs, whether you’re just starting out, growing or established.",https://www.barclays.co.uk/business-banking/borrow/credit-cards/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D180%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
188,Spreading your wings,"With retirement in sight or the kids flying the nest, you might have more time to jet off. Here’s our guide for smooth sailing.",https://www.barclays.co.uk/journal/travelling-in-later-life/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D180%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
189,Changing your relationship with gambling,"When problem gambling starts to take over, take a look at some of the measures available to help control addiction.",https://www.barclays.co.uk/money-management/managing-money-problems/get-help-to-stop-gambling/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D180%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
190,Contactless Mobile terms and conditions,Terms and conditions for using Contactless Mobile in your Barclays Mobile Banking app.,https://www.barclays.co.uk/ways-to-bank/mobile-banking-services/mobile-terms-conditions/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D190%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
191,Pride,"Championing equality, understanding, respect and inclusivity for the LGBTQ+ community is important to us. See all that we’re doing in this area.",https://www.barclays.co.uk/lgbtqplus/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D190%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
192,Returning from holiday,Things to think about when you come back from holiday – from making a claim to changing your unused currency.,https://www.barclays.co.uk/travel/returning-from-holiday/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D190%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
193,Premier Banking,Barclays Premier Banking offers you exclusive products and value to get more out of your bank as well as the things you love in life.,https://www.barclays.co.uk/premier-banking/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D190%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
194,Track your application online,Track an application or enquiry with Barclays Track It so you always know what’s happening.,https://www.barclays.co.uk/ways-to-bank/track-it/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D190%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
195,International Business Payments,"Make quick and secure payments, whether you’re trading with the United States or United Arab Emirates.",https://www.barclays.co.uk/business-banking/business-abroad/international-payments/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D190%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
196,Do I need to enter my new card details in Apple Pay if I get a replacement card?,"If you’ve replaced your Barclays card with a new one, you don’t need to enter your new card details in Apple Pay.",https://www.barclays.co.uk/help/mobile-banking/Payments/apple-pay-replacement-card/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D190%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
197,Pay by Bank app,Pay online at checkout with Pay by Bank app – plus information on our latest offers,https://www.barclays.co.uk/ways-to-bank/mobile-banking-app/features/pay-by-bank-app/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D190%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
198,Family holiday tips,"Follow these quick tips to make sure you leave behind a secure home, and get the most out of your family holiday.",https://www.barclays.co.uk/journal/family-holiday-tips/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D190%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
199,Joint bank accounts,It might be easier to manage your money with a joint account if you live with another person. Apply online and keep track of joint bills in our app.,https://www.barclays.co.uk/current-accounts/bank-account/joint-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D190%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
200,How do I get my money back if a Direct Debit I cancelled is paid out?,"If you cancel a Direct Debit before 5:30pm the working day it's due to come out, the payment is protected by the Direct Debit Guarantee. See details here.",https://www.barclays.co.uk/help/payments/direct-debits/reclaim-cancelled/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D200%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
201,Start-up business account,"Get free banking for 12 months when you start a new business followed by a promise to keep you on our best plan, plus rewards for staying with us.",https://www.barclays.co.uk/business-banking/accounts/start-up-business-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D200%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
202,How do I get a paper copy of my statement?,You can do this for free in Online Banking (if you’re registered) or at our self-service kiosks in branch. Find out more here.,https://www.barclays.co.uk/help/accounts/statements-balances/copy_statement/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D200%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
203,Spending sensibly,Are you worried that you might be a compulsive spender? We have measures you can put in place to help control your spending.,https://www.barclays.co.uk/money-management/managing-money-problems/compulsive-spending/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D200%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
204,Neurodiversity,"If you have difficulty with words and numbers, we’ve got a range of services designed to help.",https://www.barclays.co.uk/accessibility/usingwordsandnumbers/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D200%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
205,How do I make a payment?,"You can do this in Online Banking, through the Barclays Mobile Banking and Barclays Pingit apps, Telephone Banking or in branch. Find out how here.",https://www.barclays.co.uk/help/payments/payment-information/payee-new/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D200%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
206,Do I need to activate the PINsentry card reader before I use it for the first time?,"No, you don’t. You can find online demos on using PINsentry here.",https://www.barclays.co.uk/help/online-banking/pinsentry/activate-reader/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D200%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
207,Will I need to use a PINsentry card reader with the Barclays app?,Find out if you need to use a PINsentry card reader when using the Barclays app,https://www.barclays.co.uk/help/mobile-banking/pinsentry/card-reader/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D200%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
208,Business account for £400k-£6.5m turnover,Switching your business account to us is easy to do and you’ll get your own Relationship Manager to back you and your business.,https://www.barclays.co.uk/business-banking/accounts/established-business/rm/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D200%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
209,Barclaycard Avios Plus credit card and Premier Banking with Barclays Avios Rewards | Barclays,"With 100,000 Avios, see the world in a whole new way. Visit the people and places that matter to you, more often",https://www.barclays.co.uk/credit-cards/avios-100k/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D200%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
210,Current accounts,"Find our best current accounts, from accounts with extra features and monthly cash rewards to a free basic account with contactless debit card.",https://www.barclays.co.uk/current-accounts/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D210%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
211,Switch to our business account for turnover of up to £400k,"Our easy, everyday banking frees up your time so you can concentrate on your business – with online tools and business banking experts to help it grow.",https://www.barclays.co.uk/business-banking/accounts/established-business/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D210%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
